VDH_Code,Indicator,Timeframe,Geography_Type,Geography_Name,Demographic_Type,Demographic_Name,Value,State_Comparison,Notes,MostRec_DisagTimeframe,MostRec_DisagTimeframeValue,MostRec_VTValuePerGeogType,Stat_Comment,DemographicNameCleaned,_timestamp
SDOH01,% of people living below the poverty level in the past 12 months,2023,County,Lamoille,NA,NA,8,Better,5 years ending 2023,2023,8,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,County,Orange,NA,NA,9,Same,5 years ending 2023,2023,9,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,County,Orleans,NA,NA,11,Same,5 years ending 2023,2023,11,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,County,Rutland,NA,NA,12,Worse,5 years ending 2023,2023,12,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,County,Washington,NA,NA,9,Same,5 years ending 2023,2023,9,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,County,Windham,NA,NA,12,Same,5 years ending 2023,2023,12,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,County,Windsor,NA,NA,9,Better,5 years ending 2023,2023,9,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,Burlington,NA,NA,10,Same,5 years ending 2023,2023,10,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,Bennington,NA,NA,11,Same,5 years ending 2023,2023,11,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,White River Junction,NA,NA,9,Same,5 years ending 2023,2023,9,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,Rutland,NA,NA,12,Worse,5 years ending 2023,2023,12,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,Springfield,NA,NA,9,Same,5 years ending 2023,2023,9,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,Newport,NA,NA,11,Same,5 years ending 2023,2023,11,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,St. Johnsbury,NA,NA,14,Worse,5 years ending 2023,2023,14,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,Barre,NA,NA,9,Same,5 years ending 2023,2023,9,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,Brattleboro,NA,NA,12,Same,5 years ending 2023,2023,12,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,St. Albans,NA,NA,10,Same,5 years ending 2023,2023,10,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,Middlebury,NA,NA,7,Better,5 years ending 2023,2023,7,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,District Office,Morrisville,NA,NA,8,Better,5 years ending 2023,2023,8,10,"(Lower=good, higher=bad)",Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Race and Ethnicity,Overall,10,NA,5 years ending 2023,2023,10,10,,Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Race and Ethnicity,BIPOC,16,Same,5 years ending 2023,2023,16,10,"(Lower=good, higher=bad)",BIPOC,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Race and Ethnicity,"White, non-Hispanic",10,Same,5 years ending 2023,2023,10,10,"(Lower=good, higher=bad)","White, non-Hispanic",2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Sex,Overall,10,NA,5 years ending 2023,2023,10,10,,Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Sex,Male,9,Lower,5 years ending 2023,2023,9,10,"(Lower=good, higher=bad)",Male,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Sex,Female,11,Higher,5 years ending 2023,2023,11,10,"(Lower=good, higher=bad)",Female,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Education,Overall,9,NA,5 years ending 2023 - Age 25+,2023,9,10,,Overall,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Education,High School Degree or Less,15,Higher,5 years ending 2023 - Age 25+,2023,15,10,"(Lower=good, higher=bad)",High School Degree or Less,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Education,Some College,10,Same,5 years ending 2023 - Age 25+,2023,10,10,"(Lower=good, higher=bad)",Some College,2025-09-08
SDOH01,% of people living below the poverty level in the past 12 months,2023,State,Vermont,Education,College Degree or More,4,Lower,5 years ending 2023 - Age 25+,2023,4,10,"(Lower=good, higher=bad)",College Degree or More,2025-09-08
MICH17,% of children who had a developmental screening in the first 3 years of life,2015,State,Vermont,NA,NA,47,NA,,2022,60,60,,Overall,2025-09-08
MICH17,% of children who had a developmental screening in the first 3 years of life,2016,State,Vermont,NA,NA,53,NA,,2022,60,60,,Overall,2025-09-08
MICH17,% of children who had a developmental screening in the first 3 years of life,2017,State,Vermont,NA,NA,59,NA,,2022,60,60,,Overall,2025-09-08
MICH17,% of children who had a developmental screening in the first 3 years of life,2018,State,Vermont,NA,NA,58,NA,,2022,60,60,,Overall,2025-09-08
MICH17,% of children who had a developmental screening in the first 3 years of life,2022,State,Vermont,NA,NA,60,NA,,2022,60,60,,Overall,2025-09-08
AHS05,% of people who delayed dental care due to cost in the past 12 months,2021,State,Vermont,Income,Lower (<$50K),12,Higher,,2021,12,8,,Lower (<$50K),2025-09-08
AHS05,% of people who delayed dental care due to cost in the past 12 months,2021,State,Vermont,Income,Middle ($50K-<$150K),5,Lower,,2021,5,8,,Middle ($50K-<$150K),2025-09-08
AHS05,% of people who delayed dental care due to cost in the past 12 months,2021,State,Vermont,Income,Higher ($150K+),4,Same,,2021,4,8,,Higher ($150K+),2025-09-08
OA-AHS05,% of adults age 65 and older who delayed dental care due to cost ,2021,State,Vermont,Income,Lower (<$50K),9,Same,,2021,9,7,,Lower (<$50K),2025-09-08
OA-AHS05,% of adults age 65 and older who delayed dental care due to cost ,2021,State,Vermont,Income,Middle ($50K-<$150K),4,Same,,2021,4,7,,Middle ($50K-<$150K),2025-09-08
OA-AHS05,% of adults age 65 and older who delayed dental care due to cost ,2021,State,Vermont,Income,Higher ($150K+),6,Same,,2021,6,7,,Higher ($150K+),2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,State,Vermont,NA,NA,57,NA,,2024,57,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Vermont,NA,NA,57,NA,,2024,57,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Addison,NA,NA,64,NA,,2024,64,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Bennington,NA,NA,0,NA,,2024,0,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Caledonia,NA,NA,36,NA,,2024,36,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Chittenden,NA,NA,96,NA,,2024,96,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Essex,NA,NA,4,NA,,2024,4,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Franklin,NA,NA,64,NA,,2024,64,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Grand Isle,NA,NA,8,NA,,2024,8,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Lamoille,NA,NA,20,NA,,2024,20,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Orange,NA,NA,44,NA,,2024,44,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Orleans,NA,NA,27,NA,,2024,27,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Rutland,NA,NA,51,NA,,2024,51,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Washington,NA,NA,76,NA,,2024,76,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Windham,NA,NA,12,NA,,2024,12,57,,Overall,2025-09-08
OH11,% of the population served by community water systems which have fluoridated water,2024,County,Windsor,NA,NA,30,NA,,2024,30,57,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,State,Vermont,NA,NA,58,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Vermont,NA,NA,58,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Addison,NA,NA,66,Higher,,2024,70,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Bennington,NA,NA,50,Lower,,2024,55,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Caledonia,NA,NA,60,Higher,,2024,65,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Chittenden,NA,NA,56,Lower,,2024,59,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Essex,NA,NA,58,Same,,2024,64,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Franklin,NA,NA,55,Lower,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Grand Isle,NA,NA,55,Lower,,2024,60,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Lamoille,NA,NA,60,Same,,2024,68,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Orange,NA,NA,59,Same,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Orleans,NA,NA,68,Higher,,2024,72,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Rutland,NA,NA,60,Higher,,2024,60,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Washington,NA,NA,56,Lower,,2024,56,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Windham,NA,NA,64,Higher,,2024,67,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,County,Windsor,NA,NA,56,Lower,,2024,61,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Vermont,NA,NA,58,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Barre,NA,NA,57,Lower,,2024,56,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Bennington,NA,NA,50,Lower,,2024,55,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Brattleboro,NA,NA,64,Higher,,2024,67,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Burlington,NA,NA,56,Lower,,2024,59,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Middlebury,NA,NA,66,Higher,,2024,70,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Morrisville,NA,NA,60,Higher,,2024,69,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Newport,NA,NA,67,Higher,,2024,71,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Rutland,NA,NA,60,Higher,,2024,60,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,St. Albans,NA,NA,55,Lower,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,St. Johnsbury,NA,NA,60,Same,,2024,65,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,Springfield,NA,NA,59,Same,,2024,64,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,District Office,White River Junction,NA,NA,55,Lower,,2024,59,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,State,Vermont,Race and Ethnicity,Overall,58,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,State,Vermont,Race and Ethnicity,BIPOC,57,Same,,2024,58,62,Yes,BIPOC,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,State,Vermont,Race and Ethnicity,"White, non-Hispanic",59,Higher,,2024,63,62,Yes,"White, non-Hispanic",2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,State,Vermont,Sex,Overall,58,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,State,Vermont,Sex,Male,57,Lower,,2024,61,62,,Male,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2022,State,Vermont,Sex,Female,60,Higher,,2024,63,62,,Female,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,State,Vermont,NA,NA,59,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Vermont,NA,NA,59,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Addison,NA,NA,67,Higher,,2024,70,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Bennington,NA,NA,51,Lower,,2024,55,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Caledonia,NA,NA,64,Higher,,2024,65,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Chittenden,NA,NA,57,Lower,,2024,59,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Essex,NA,NA,62,Same,,2024,64,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Franklin,NA,NA,57,Lower,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Grand Isle,NA,NA,55,Lower,,2024,60,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Lamoille,NA,NA,61,Same,,2024,68,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Orange,NA,NA,60,Same,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Orleans,NA,NA,69,Higher,,2024,72,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Rutland,NA,NA,60,Same,,2024,60,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Washington,NA,NA,55,Lower,,2024,56,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Windham,NA,NA,64,Higher,,2024,67,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,County,Windsor,NA,NA,58,Lower,,2024,61,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Vermont,NA,NA,59,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Barre,NA,NA,56,Lower,,2024,56,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Bennington,NA,NA,51,Lower,,2024,55,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Brattleboro,NA,NA,64,Higher,,2024,67,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Burlington,NA,NA,57,Lower,,2024,59,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Middlebury,NA,NA,67,Higher,,2024,70,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Morrisville,NA,NA,62,Higher,,2024,69,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Newport,NA,NA,68,Higher,,2024,71,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Rutland,NA,NA,60,Same,,2024,60,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,St. Albans,NA,NA,57,Lower,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,St. Johnsbury,NA,NA,63,Higher,,2024,65,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,Springfield,NA,NA,60,Same,,2024,64,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,District Office,White River Junction,NA,NA,57,Lower,,2024,59,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,State,Vermont,Race and Ethnicity,Overall,59,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,State,Vermont,Race and Ethnicity,BIPOC,58,Same,,2024,58,62,Yes,BIPOC,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,State,Vermont,Race and Ethnicity,"White, non-Hispanic",60,Higher,,2024,63,62,Yes,"White, non-Hispanic",2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,State,Vermont,Sex,Overall,59,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,State,Vermont,Sex,Male,58,Lower,,2024,61,62,,Male,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2023,State,Vermont,Sex,Female,61,Higher,,2024,63,62,,Female,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,State,Vermont,NA,NA,62,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Vermont,NA,NA,62,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Addison,NA,NA,70,Higher,,2024,70,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Bennington,NA,NA,55,Lower,,2024,55,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Caledonia,NA,NA,65,Higher,,2024,65,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Chittenden,NA,NA,59,Lower,,2024,59,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Essex,NA,NA,64,Same,,2024,64,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Franklin,NA,NA,62,Same,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Grand Isle,NA,NA,60,Same,,2024,60,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Lamoille,NA,NA,68,Higher,,2024,68,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Orange,NA,NA,62,Same,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Orleans,NA,NA,72,Higher,,2024,72,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Rutland,NA,NA,60,Lower,,2024,60,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Washington,NA,NA,56,Lower,,2024,56,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Windham,NA,NA,67,Higher,,2024,67,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,County,Windsor,NA,NA,61,Same,,2024,61,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Vermont,NA,NA,62,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Barre,NA,NA,56,Lower,,2024,56,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Bennington,NA,NA,55,Lower,,2024,55,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Brattleboro,NA,NA,67,Higher,,2024,67,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Burlington,NA,NA,59,Lower,,2024,59,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Middlebury,NA,NA,70,Higher,,2024,70,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Morrisville,NA,NA,69,Higher,,2024,69,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Newport,NA,NA,71,Higher,,2024,71,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Rutland,NA,NA,60,Lower,,2024,60,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,St. Albans,NA,NA,62,Same,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,St. Johnsbury,NA,NA,65,Higher,,2024,65,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,Springfield,NA,NA,64,Higher,,2024,64,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,District Office,White River Junction,NA,NA,59,Lower,,2024,59,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,State,Vermont,Race and Ethnicity,Overall,62,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,State,Vermont,Race and Ethnicity,BIPOC,58,Lower,,2024,58,62,Yes,BIPOC,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,State,Vermont,Race and Ethnicity,"White, non-Hispanic",63,Higher,,2024,63,62,Yes,"White, non-Hispanic",2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,State,Vermont,Sex,Overall,62,NA,,2024,62,62,,Overall,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,State,Vermont,Sex,Male,61,Lower,,2024,61,62,,Male,2025-09-08
OH09,% of Medicaid-enrolled children age 1 to 17 who received a preventive dental service in the calendar year,2024,State,Vermont,Sex,Female,63,Higher,,2024,63,62,,Female,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,State,Vermont,NA,NA,64,NA,,2024,64,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Vermont,NA,NA,64,NA,,2024,64,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Addison,NA,NA,64,Same,,2024,64,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Bennington,NA,NA,50,Lower,,2024,50,64,,Overall,2025-09-08
AH01,% of youth age 12 to 17 who received at least one preventive health care visit in the past 12 months,2024,County,Caledonia,NA,NA,78,Higher,,2024,78,64,,Overall,2025-09-08
